0,1
65,666558
432,66497
1469,32915
4,250412
126,420153
2781,2686
1073,54660
218,19367
35,453701
813,45328
81,148971
1423,11645
264,84465
20,978689
1973,14354
5025,3177
142,288499
599,36861
111,351244
3224,6632
50,58566
1782,23460
73,803371
195,199449
1233,38803
12,624842
378,5
104,306005
714,63968
4132,7117
287,178128
1019,25204
43,669008
165,102631
2286,10538
88,531648
760,13383
27,131048
5887,2104
363,42749
1706,4470
241,223491
546,81541
58,434536
62,29669
3419,3979
1,863451
855,55952
123,169147
1313,17798
92,558366
458,93650
31,265693
641,8416
153,365983
321,111703
77,758098
199,71871
4655,998
16,505494
2549,7968
107,212764
290,21787
46,920075
168,316661
558,40094
69,404063
1168,1482
8,74336
2328,19721
5227,5394
954,26546
222,141162
2968,12015
39,648504
405,53472
1549,14708
84,243636
695,87563
268,205188
1000,44085
23,716238
146,5930
115,476082
786,69284
4204,9385
54,183359
1397,30943
311,103442
2020,866
189,274859
495,19105
6,337654
373,131707
98,48132
1746,9876
37,800711
2600,12568
159,185865
5454,2334
83,607120
449,34951
22,325405
3806,4874
632,61370
144,380376
357,163488
1090,23113
235,95883
52,522292
807,2808
75,117425
3127,16492
258,62064
4408,6737
14,934340
1601,28025
136,256953
594,100879
105,430809
2913,8769
1204,50226
44,16044
6514,193
945,42513
212,159670
1250,7255
29,588721
395,79567
2104,20887
121,285024
731,32420
304,146580
60,748571
3356,2191
182,54165
64,491869
1895,20447
2,206039
338,11200
521,70095
33,390625
3939,3794
1132,36411
79,109215
2398,6182
18,841031
872,24387
140,126607
476,39375
1513,1118
48,234128
659,76988
2757,17952
315,191249
71,707329
193,24760
10,458383
3550,10105
834,51562
102,165722
1444,12950
285,90378
41,999639
163,261337
575,5042
86,361542
453,122707
25,67481
1826,29174
2680,3535
239,220727
56,593180
422,17354
64,312227
675,47786
248,149869
980,9494
3,684696
126,85499
2292,15388
95,552654
5344,553
766,33170
34,136270
3086,7479
324,59555
1667,21298
202,238745
507,98675
19,417224
1117,40723
110,2466
49,864733
904,64855
4322,4956
171,179015
1293,26102
72,575561
438,98957
2147,11572
11,281500
621,14264
133,334338
347,128881
6206,2986
225,45120
42,510852
1873,6508
87,196977
270,30505
26,891807
148,322026
3780,429
606,56975
118,377048
1217,18668
57,91043
61,839048
915,10973
183,112584
2929,13666
0,657318
366,72719
4516,1845
1556,34462
91,253484
2716,4386
274,210604
1007,60881
30,737150
152,22625
76,444783
747,37629
15,155294
1358,3945
351,76749
2060,17612
5111,6292
534,27579
45,354511
412,142196
3242,8324
68,49781
1716,15555
251,244484
6843,1228
7,809489
129,202671
1320,42025
99,628064
465,7833
38,298151
648,67089
160,386095
4066,10238
328,184398
1060,31982
84,671214
206,104329
2220,1753
23,537952
846,20004
114,134163
297,46016
53,940189
1640,12281
175,229779
555,84594
66,436522
2874,14940
5621,3306
5,35923
127,465989
3515,5693
951,57633
219,161276
1257,23949
36,561622
402,96906
82,267866
692,681
265,118323
21,764261
143,64165
4751,7771
112,497788
1943,25908
2493,9617
51,215835
318,12462
196,318310
501,43351
13,396346
379,157511
1112,4604
105,82031
2424,22995
43,824957
898,29803
166,147468
3019,3089
89,650551
455,55063
1493,16908
28,235930
639,93827
150,413901
1096,47341
242,9000
547,112185
59,479304
795,72506
4213,58
63,174574
1405,34199
246,110068
2,968321
1955,7035
124,278132
581,20854
93,345500
459,123989
32,40273
1787,2017
78,791937
2641,20408
200,192130
5388,4506
17,610359
383,27216
108,333030
3893,11077
719,52534
291,166693
1024,13770
47,694611
169,86624
70,524329
742,6064
9,120681
345,69876
4495,8452
1688,31139
223,249094
528,103994
40,423102
2847,1063
85,18235
24,886006
879,48633
146,151920
1337,10479
482,82825
2191,13171
4938,1401
55,291296
665,35542
177,349976
310,137305
66,750779
3362,5466
188,60437
5,484153
1836,22181
96,198184
1439,37182
280,3498
35,908645
157,304773
569,62195
81,392633
3987,5801
1180,28511
20,101468
2339,9408
966,15116
234,129732
6093,789
51,641189
417,41585
1538,7393
74,225348
684,80248
257,194368
12,710448
135,32604
104,461654
3644,2375
775,54806
43,171929
1386,19513
333,92012
2042,26473
211,264547
516,11791
28,364786
394,114976
3293,14500
119,70589
4880,2866
58,777849
2622,6778
180,211472
62,599805
428,23521
1,315499
611,38509
123,407050
337,153125
1069,252
215,77595
2229,18457
32,543327
810,25418
77,143032
3129,10735
260,51701
16,961471
1603,13445
138,246590
596,89449
108,409523
1206,42912
47,4157
70,871504
192,182280
1229,29356
9,578815
375,106783
2084,3666
100,273594
711,17485
283,135150
39,769606
161,46850
85,517476
1916,8560
2465,15977
24,189274
5517,1193
360,33759
3717,8114
543,60088
54,378738
1153,21933
68,97785
7,831125
861,1526
129,115787
465,64982
4615,5083
1502,26726
37,255163
2769,12060
1060,53161
83,729430
205,14905
22,452592
846,44248
114,158407
1456,5636
297,78490
53,983637
2006,23875
175,286944
564,30649
75,346607
3188,572
14,57576
1815,18811
228,209297
45,618788
411,10039
91,301407
701,73393
4119,2520
274,176537
1006,35095
30,678900
152,107594
2318,5019
793,23258
60,124834
308,38110
64,943409
1651,3003
186,232999
491,75807
3,444349
2811,16670
95,28067
3451,8964
33,857412
888,49913
156,167578
1300,16230
79,564734
445,89045
18,260157
629,6944
140,359938
354,121560
232,66149
49,499416
2513,1880
72,219072
255,20136
11,914359
133,310590
590,46605
102,402649
1201,11347
41,83722
2360,14068
5214,3856
941,36574
209,139760
2956,6345
26,642833
392,58319
1582,24550
117,242048
301,199168
1033,39589
56,725714
178,1282
65,471450
736,63230
4154,7903
4,177847
1347,24974
340,102350
2049,10291
218,280184
523,12999
34,336222
401,130766
6260,1822
80,43533
1728,5277
263,222689
19,795010
141,195356
477,28867
50,323758
3834,3227
660,55658
317,169818
1049,17046
73,697888
195,94474
12,527589
836,9183
103,111301
3155,15534
286,71623
4437,749
42,932873
1629,33315
164,252337
88,426159
2895,7625
27,21444
973,40902
240,153961
1278,2612
57,587228
424,75111
2133,19479
4944,4644
61,294539
671,26287
244,140424
0,742924
3296,11633
122,52734
92,485900
1923,14478
31,204405
321,6569
198,297023
504,68958
15,384916
3922,9059
1114,30211
107,103065
2426,134
46,850563
900,18373
168,132990
69,633329
435,49272
1473,10660
8,228615
618,83515
130,439507
2785,13353
5837,2074
221,34606
38,467874
3578,4530
816,61076
84,164210
1427,22769
267,95132
23,993928
1976,29593
145,270817
603,4089
115,366534
481,116674
54,62871
4814,5980
1776,27623
67,785689
2630,8521
189,214739
1227,49470
6,603044
372,15786
6689,917
97,317027
708,41713
280,159378
1013,8029
36,680183
158,80833
2279,21696
82,551002
754,31671
21,146287
3073,1442
357,53873
1700,19709
235,237664
540,92564
52,412637
1150,46179
74,11987
3431,14645
13,874575
4286,3367
136,172955
1326,36085
105,569541
471,108432
2180,5856
44,276851
654,24112
166,344185
334,127298
212,39150
29,509760
1860,843
2562,19092
120,190864
303,26052
59,898328
181,331900
3725,9845
551,50760
63,370834
1162,12504
2,90033
948,4782
216,122413
33,663641
399,68254
1543,29998
78,247445
2703,2778
261,219970
994,55209
17,736050
139,16597
109,454335
780,47486
48,150672
1391,8688
315,86115
2024,16106
5076,254
193,290149
498,33887
10,353351
376,136006
3275,7181
101,59155
1749,21000
40,805027
162,201562
1307,40458
86,621902
452,2179
25,308179
635,65686
147,391043
4053,4212
1093,27379
239,99692
2253,11138
55,533314
798,13983
66,128092
5925,3720
249,44382
5,950036
1592,6125
127,223724
584,79082
96,435125
35,31325
3499,1111
935,56692
203,170852
1241,17928
20,555955
386,90782
2095,24702
111,266281
722,10171
295,113814
50,759752
3346,12864
172,73983
4712,1585
73,502542
2454,5159
12,210310
348,22331
531,37228
43,405769
1141,3646
89,75992
2408,17312
5154,5492
28,819240
882,28659
150,141396
3049,9556
485,50556
1523,15297
58,245293
7260,479
668,88118
306,202277
1038,41276
62,718002
184,7592
489,121700
1,473628
825,66351
4243,9957
92,184016
1435,32667
275,105623
31,966925
1984,2590
153,272468
565,19220
77,339294
443,133837
16,45690
1817,11498
2671,14208
230,187504
5418,2929
47,608782
413,36714
69,327016
3854,6485
680,58916
253,160536
985,23667
8,699936
131,96166
100,519882
771,398
39,119130
329,63718
4479,6969
1672,25564
207,258607
512,102483
24,428348
2831,10881
1122,51881
115,13590
6585,1956
54,884596
909,42600
176,157217
1288,4344
68,590343
434,81732
2143,22594
7,285766
617,29555
129,348510
342,147169
3394,3898
220,55787
37,493525
1868,17531
83,207644
266,8250
22,902931
144,303276
602,72214
113,388172
4020,1341
1212,33450
52,110877
2372,7821
930,21640
197,123759
14,635520
380,40032
1571,1691
106,231686
716,74190
2730,20082
289,193379
45,704429
167,26890
90,460022
3630,12224
762,53224
29,166418
1372,15069
365,87416
548,5680
60,358675
426,119941
64,69136
1712,30879
247,248292
3,787691
2566,616
125,220959
94,595292
460,19008
33,309309
644,48339
155,401334
323,151525
1056,9727
79,686453
201,82582
2215,12420
18,553191
5267,2665
842,34786
110,138428
3161,4709
293,61712
48,955479
1635,22948
171,240903
560,95803
71,418840
1170,38257
10,3151
132,470305
956,61933
4374,6606
224,180631
1262,28215
41,572644
407,100714
2116,9112
87,283105
697,16377
270,128990
6129,46
26,768527
148,42265
117,513027
1948,7159
2498,20825
56,194122
309,32172
65,889003
187,322626
3666,2095
492,54018
4,377597
1102,20334
95,93155
34,836131
889,11054
156,114697
3010,13760
80,654364
446,70307
4597,4006
1484,36267
19,254222
141,425080
2796,6038
233,24243
49,446435
805,39739
72,152323
1415,974
255,76844
11,982498
1964,18164
133,293274
591,25124
103,356628
3216,10441
42,51441
1797,13145
6924,1511
210,203309
1247,43730
27,628651
393,5423
118,300263
728,67320
301,181937
1034,29064
57,672868
179,106440
2258,3407
61,535000
732,17091
0,134858
336,47625
1678,9369
213,226843
519,85249
30,438244
2838,15239
5691,912
76,33021
3433,7331
15,852781
870,59762
137,162947
1327,21150
107,563750
473,98577
46,269537
656,2318
168,369792
313,115410
69,761450
191,64758
4646,4858
7,494824
1839,26450
2540,11777
99,217996
282,14622
38,923935
160,320470
572,45055
84,396441
1182,6714
23,79213
2342,23581
969,30389
236,144514
2983,177
53,652211
419,56824
1531,18568
67,236015
677,91372
250,208540
982,48961
6,721115
128,10705
97,481466
769,73093
4186,2220
36,176279
1379,34295
326,107150
2035,4218
204,278719
509,22458
21,342531
387,126100
112,37818
1760,3778
51,793597
2615,17445
173,189675
74,610472
440,27786
13,330281
3797,8684
624,49683
135,374329
349,168365
1081,15949
227,88262
44,526000
822,8193
90,120777
273,66974
28,928242
1615,31732
151,250754
120,420647
2928,1656
59,19895
63,886286
917,45866
185,149508
1222,12182
2,582623
368,84986
2077,14874
4976,3511
93,288833
704,35772
276,139415
32,752431
3328,5543
154,57974
78,484247
1909,23799
17,199941
1360,39295
353,530
536,64353
48,394333
3954,7502
1146,25741
70,101593
2390,9991
9,845907
864,12650
131,131382
5991,2438
467,43235
1505,4928
40,222425
650,81864
86,710681
208,30144
25,463259
3565,2963
849,54915
116,169531
1459,16658
299,94187
55,987953
2008,28191
177,265147
554,8936
66,364894
432,112037
3179,16167
5,72358
4766,417
2660,6887
219,213105
36,596888
402,20706
81,315579
692,40621
265,154781
997,1873
20,689573
142,74728
2309,20264
112,545489
5361,4413
783,27072
51,140165
3103,11289
318,52289
1661,14134
196,244129
501,86481
13,411126
1111,44566
104,6276
43,868594
4316,8308
165,182824
1310,31475
89,578913
455,103833
2164,1257
28,275403
638,18125
150,338198
364,132233
242,48473
59,514560
1890,10216
2504,13061
62,186358
5555,1732
245,35416
1,896683
123,325734
3755,5203
581,60784
93,380857
1191,22020
32,94875
932,3352
200,117968
2946,17018
17,662194
383,62591
4533,5740
