0,1
88,320255
3017,2925
637,56322
149,379900
393,125976
1492,18065
27,699262
240,78625
118,507591
1095,45161
912,6499
57,218966
439,65382
4467,453
1293,26533
133,253632
500,87042
11,415244
2697,11037
256,172750
103,13832
42,836177
774,40871
202,121245
1911,2666
80,585504
324,108036
2094,17806
5390,8508
19,287649
721,35096
3773,4969
172,60601
50,453579
1026,22395
7511,3208
65,153337
370,10727
4,905001
8518,2242
3147,13521
584,66776
95,392336
4002,5505
339,138869
1621,32178
34,92738
2232,679
816,19477
145,187811
23,666295
267,41238
1457,7910
114,231961
53,709954
4936,1678
191,27944
69,519637
3242,8791
862,50248
8,135378
1717,15122
7057,5215
465,75631
1320,37426
160,264068
526,4098
38,360293
282,217480
76,71076
4715,9805
1114,36528
15,880912
2670,6401
229,166437
351,23641
6760,982
46,298497
671,45487
427,116564
1526,12159
61,688428
122,106871
2319,14812
0,498122
5615,6937
946,29952
92,200404
3571,2111
397,55371
30,961026
1251,17115
212,246094
578,81333
90,438748
334,150580
29,4414
853,64381
4271,3110
181,144704
1890,25718
59,578378
303,89885
2150,10081
74,278181
624,12876
135,341484
6239,6627
13,753312
227,38837
105,480149
1081,39
2485,20513
44,180550
448,34282
143,312610
3073,7626
509,59600
21,370528
265,129000
1699,21394
7315,2393
112,85155
1150,46898
51,797776
784,8567
189,210873
8245,1301
67,644496
311,69635
4522,4705
1348,31378
6,255429
2905,3401
158,18541
36,546865
940,43910
86,113564
1795,5654
391,99135
25,971411
1978,24350
5609,878
605,27003
116,350277
3839,11508
55,52965
1169,14302
71,874994
803,74811
132,160384
9,622966
254,1465
101,321589
3031,16605
650,73913
162,384842
4068,8984
406,143127
1505,35522
40,670181
200,95624
2397,5394
78,492210
872,22820
17,190935
5876,3678
475,48183
1329,9978
170,224274
536,104374
48,431611
2733,12772
292,174028
5068,5981
63,32654
3298,1155
2,841118
734,54551
215,126644
1924,19953
93,556016
338,80326
1375,41663
32,271049
699,7065
150,61757
4788,2163
28,458343
1004,28429
2561,9275
119,169312
9946,740
424,15592
58,918961
6650,4466
195,302794
562,37896
73,398969
318,123147
1599,2891
12,108667
2210,17845
836,36947
165,205062
3461,6820
43,635078
287,58794
1424,24105
81,238401
7649,176
630,84207
386,154014
20,725878
234,11404
112,536849
3285,14062
905,67408
4323,7407
51,137113
1759,29202
432,94640
2019,2580
127,279842
493,17534
5,343094
249,187986
96,43089
1134,4833
35,853089
2648,22118
207,183425
5334,3574
85,617047
329,24912
24,315772
2953,10551
726,52008
1580,13345
176,77512
54,515759
1031,39307
924,458
70,214297
375,71687
4403,11635
9,932988
1229,33024
222,247778
588,98341
100,409269
2786,8111
344,168147
39,21879
6547,1608
810,47383
138,116648
1847,9042
16,583192
260,103438
9049,100
2183,15494
5479,5181
108,294161
657,30634
169,357414
47,772154
3709,3826
184,57222
62,448931
1039,18966
1,151161
459,6124
153,326248
520,64600
31,389551
3938,1348
276,146600
1677,26344
91,86768
2288,11983
1128,53440
30,813690
762,14777
243,194323
365,40553
1403,1890
60,228989
2883,17030
75,704120
4958,9409
136,34315
14,529666
3188,4187
960,61496
106,130896
1815,23290
7003,3019
411,83257
45,977938
1998,25949
1265,48659
205,263006
571,10453
83,366649
7956,1512
3806,13248
22,66593
4661,6406
1212,31859
2616,360
174,161616
52,595290
297,20377
68,304862
617,42148
129,402002
373,114241
1471,7550
7,683819
220,101032
2418,21318
98,497076
5713,2639
892,27635
37,208451
3627,8481
453,49532
1307,16017
148,241440
514,76526
26,432722
270,156900
117,3316
56,825661
789,70746
4207,10694
194,140095
71,573769
316,96250
2086,5614
10,272341
712,24581
6328,652
163,46427
529,115827
41,477357
1018,11880
2521,14488
79,174524
5206,7832
384,29628
18,889557
3161,1786
598,55132
110,381821
354,124696
1636,16785
49,82222
1162,43560
64,791921
796,5303
125,220887
3,650852
247,63645
4611,4050
1437,25388
94,252081
644,89606
2841,9893
33,732360
210,12501
6436,6302
88,553170
882,39732
27,120055
1736,943
485,110377
2072,19741
180,286468
546,33509
58,349772
302,202081
3857,6904
73,59335
134,455514
1111,20672
7336,2077
12,870390
226,155916
348,9461
8343,519
42,333243
2972,15913
691,69259
4109,4330
447,137287
1545,31053
81,676687
142,91015
2339,3071
20,487601
996,56416
966,18211
111,186224
416,44850
50,950504
1271,6593
187,230645
554,100075
65,427007
309,184056
5009,141
4,26814
3392,11132
828,52183
157,134182
1866,13926
35,567856
279,74486
1427,41017
84,266440
634,2354
145,358550
23,742790
237,73583
4876,8654
115,465969
1091,34785
2495,4657
54,164694
435,22083
6661,3489
130,296754
496,49078
8,405274
252,118478
1687,10872
100,105268
8889,1931
2297,13667
5776,5741
39,781925
771,32344
199,199087
3495,845
77,632761
321,54190
1358,19643
16,244913
718,79610
168,8025
46,531015
916,62658
4334,1387
61,147096
1770,28060
367,88619
0,995189
1954,8906
1221,49957
214,277056
10712,421
580,15358
92,339761
6196,5361
31,37114
1189,3786
2593,18790
151,178827
29,612450
273,36217
121,311073
3050,6089
670,58520
426,127869
1524,23329
60,699598
7140,1076
197,83838
75,511110
1051,45632
868,12304
14,213341
8070,3221
3645,14957
472,68303
4500,7032
1326,30097
166,259026
533,93858
44,415760
2730,2256
288,162293
82,17261
21,830602
754,42765
235,112470
1944,4559
357,102732
2127,23019
5423,2798
52,289492
678,25813
67,766300
3729,10317
128,51242
6,447828
983,12985
250,239678
98,158797
403,284
37,906769
575,72648
86,383576
3993,11377
330,141997
1612,33985
25,98152
2222,7329
849,21097
178,189669
6037,2503
56,655807
300,47059
1414,8255
71,223009
9409,990
132,429888
2818,16384
10,715363
4893,4800
224,31524
102,526333
3275,3547
895,56892
40,124921
1749,18687
445,78790
1299,44191
140,269326
506,5799
18,363214
262,219080
109,65495
4748,566
1147,27239
48,886164
2627,11602
185,171639
63,601655
308,14397
2,301599
704,39816
460,121816
1559,1560
155,107387
2352,16700
33,503567
944,35210
89,203782
3568,5082
394,61171
28,951737
1249,22509
242,237262
7810,3914
608,83018
120,444016
364,152293
59,9682
8741,2417
3370,12477
74,821195
806,66279
4224,6227
135,139049
1844,32816
13,569014
257,92918
2180,1316
104,283641
654,20114
165,342016
43,759957
204,41774
81,471333
1058,7227
2462,20995
20,182251
5147,1853
478,28525
173,314508
3103,9372
539,50422
51,377354
295,134861
1653,15824
7268,4156
66,76248
1104,37586
5,799512
738,2987
219,218097
341,69965
4552,10371
1378,36637
36,249715
2893,6510
146,23795
6372,323
24,549782
970,46098
116,115447
1825,11093
421,105896
55,965741
2008,13752
5563,7503
192,292826
558,28892
70,356129
3793,2728
9,56073
1199,17681
162,149877
40,628361
284,4980
78,328641
627,63286
139,387830
4045,3285
383,145336
1481,25080
17,673304
230,90517
2428,10804
108,481769
1085,51719
902,13463
47,196260
5907,5588
429,39018
62,946044
1283,761
123,227268
490,110060
1,422208
2687,19373
246,180680
93,33141
3328,7801
32,844106
764,60232
213,129581
1922,21569
91,563254
6927,1755
335,85736
2105,28021
30,261827
732,8732
7934,197
183,68987
4821,5277
61,461508
1037,30324
2517,3973
76,164010
381,19113
15,924311
595,44617
106,400813
4013,12610
350,112505
1632,6271
45,99295
2243,23697
5821,1038
816,26491
144,206714
3440,12079
22,640337
267,53130
1457,14874
114,240297
663,75434
1518,40243
53,716511
190,1986
68,542656
3242,17126
4280,9556
7,143834
1716,34552
465,94986
2052,4299
160,274735
526,22995
38,333923
282,191567
6141,3181
87,48821
1125,10158
26,859876
9548,1623
2681,12953
240,172989
5367,6704
362,31564
57,317395
2986,65
682,53868
438,126773
1537,20540
72,696808
133,80501
11,510009
987,42245
957,7697
102,219707
408,62465
4436,2329
41,934656
1262,27782
202,254424
568,87885
80,412835
2765,8628
324,169884
19,16300
6580,4581
843,38011
171,122449
1880,3412
49,586301
293,109240
2140,18552
64,285190
614,35838
125,348036
3,777544
3665,5710
217,57735
95,454320
1071,24271
7480,799
34,154180
454,11570
8449,3034
148,331507
3078,14178
515,67980
26,394760
3933,7929
271,135958
1705,29318
118,93485
2315,1476
57,804327
789,16490
194,188567
72,663850
316,43670
1354,5465
11,234393
4986,3754
164,25550
42,520495
3216,10054
934,51054
80,132918
1789,12662
385,78099
19,979791
1239,39437
232,264860
599,1180
110,361034
49,71862
1163,33605
65,883374
2567,7136
126,168307
4,597053
248,20768
6809,2225
95,299283
644,48000
400,117349
1499,9151
34,689078
206,103954
8995,616
2403,15603
84,500590
5699,4477
877,30743
23,197943
3654,2761
480,56564
1335,17901
175,243629
541,78410
53,439534
297,151773
68,6741
7,815205
740,65167
4158,237
221,145541
1930,26961
99,579163
343,86877
2113,11279
38,278972
686,14073
76,755779
137,40727
503,121508
15,477703
992,2471
259,227894
2548,17611
107,177648
5233,8364
412,35037
45,896254
183,309758
3113,4774
549,60457
61,373062
305,131483
1587,22200
7202,3656
0,82760
2197,24995
1190,49246
824,10583
152,212077
8209,2048
3448,13377
30,645293
274,67180
4606,5909
1432,32034
89,257762
639,92543
2836,535
28,734264
242,19333
913,41501
59,114406
1768,8172
440,101197
2027,21941
5506,1669
135,288364
501,28207
13,351481
257,207295
3889,9053
105,50053
1142,15505
44,875650
776,75467
204,157467
82,625434
326,3882
21,322787
2950,19022
723,70911
4141,9640
1577,36313
173,96873
2371,6185
51,493052
1028,58210
921,23612
66,193267
5926,1223
372,45322
5,940003
1226,11994
219,225071
97,428699
2783,14662
341,174699
5041,7194
36,29802
3381,1961
818,55764
147,123741
1856,16966
25,557280
269,81133
116,268198
665,4264
55,745784
192,64181
4831,2909
70,460817
1047,25975
2451,10479
9,170516
467,13133
162,303993
528,38637
40,396103
284,120687
1665,431
78,111000
