0,1
3656,19865
238,434588
970,77630
116,300462
1337,711
665,120510
421,50856
55,601432
2008,31702
5090,5944
208,208962
574,12582
85,812918
330,240597
1123,64099
146,494826
3320,10804
24,102863
4663,17968
1932,25792
467,144371
6937,2777
101,399211
833,43201
2603,22777
162,269234
1382,81457
528,188911
40,984267
284,4996
192,591796
1535,55039
8371,169
70,162644
620,93295
131,877474
4037,9162
2817,39995
375,320745
986,16828
9,452584
742,123976
230,68395
2428,2704
108,751827
352,212783
169,355597
902,30037
47,255849
5907,7107
1268,46430
688,154950
3130,14270
444,84432
78,656601
1604,11578
139,116287
505,58420
8806,4465
17,847629
2702,26108
261,273936
1192,96253
215,526980
5830,1146
93,23398
154,705510
398,178456
3450,6531
32,420391
764,109462
4182,13136
185,324216
1405,36608
551,140126
63,895194
307,38313
124,622370
2077,18549
1466,76315
2,196114
246,360418
730,3359
486,226648
1096,49845
120,484230
3294,30421
181,88186
4819,5425
2378,46729
59,692109
1768,15382
303,135334
211,390173
944,61869
2531,8422
89,290239
5521,16957
394,28575
28,578796
6620,1445
1691,42140
227,148424
3889,21767
593,80142
105,867065
349,306073
1142,7643
166,470835
898,115096
43,54162
9565,2950
2241,33738
5323,11943
440,199617
74,342736
806,19614
135,246561
1356,66000
501,173605
2943,308
13,928520
257,105170
2187,51910
1577,32858
112,138634
7192,5778
661,49217
2859,13704
417,259855
1028,83358
51,547972
204,10097
82,737764
1791,61190
326,165900
3561,25220
143,411137
875,95382
4293,3932
2462,42951
21,311355
1241,22070
265,452797
707,130946
463,73028
97,611817
2050,4136
5041,15917
158,215734
524,35274
36,789478
280,250536
6139,9109
1165,41116
188,516349
3362,17492
66,75156
127,682685
1836,2081
372,121880
5,377176
738,52683
2678,29566
236,276023
5485,8228
114,994663
358,13918
175,564597
1518,64521
53,184506
3715,11209
694,99153
4112,19744
1060,27263
84,457990
816,145843
7469,591
145,44944
2342,24418
23,759824
267,185217
221,362352
953,6309
99,231884
5958,12406
1319,56962
8155,1635
648,164415
3090,36538
404,91103
4432,10627
38,632992
1991,37656
1655,18147
190,125295
557,68833
68,820091
2754,3142
312,296238
1106,102974
129,538731
7,31542
6576,4768
1937,47749
473,155355
3524,16351
106,441744
839,86005
167,297135
1388,9527
534,117589
45,904715
290,59875
198,598664
2151,28020
4959,2465
76,202739
320,337322
625,21059
137,810268
381,237059
991,71688
15,502415
3189,6911
213,109995
4852,14583
91,668142
1800,33025
335,141443
152,395825
885,39630
2472,20120
30,266814
1251,77971
427,1001
61,585566
1587,51349
122,171148
488,89961
0,885114
3906,6742
244,312793
1217,13025
240,447410
118,63169
2315,9875
423,221428
57,353166
789,24862
209,252876
6069,3219
1430,43457
576,149736
3017,23078
87,950376
331,82216
148,664901
1491,5297
26,111530
270,381459
713,55492
9014,623
2910,35069
1079,93749
103,524018
5718,8243
164,17321
42,714064
1751,67516
286,175122
3612,1825
194,429351
927,105773
4345,21639
72,333075
1293,29158
621,136306
133,891222
7701,7549
377,45501
11,617669
1964,15017
232,192328
599,12325
110,795742
354,222862
1148,58710
171,493247
7984,4907
3345,26550
49,96690
4688,210
2246,44716
1911,23835
446,128545
80,386635
812,70830
2582,5596
141,286346
5390,13420
507,217505
19,967390
9784,2598
263,35673
217,575004
6809,10456
1560,37434
95,156928
3757,18839
644,76655
4062,25596
400,303755
1011,3801
34,479389
766,122279
187,50643
2384,30863
64,769317
5191,4495
309,208427
125,339810
858,15825
3,239114
1224,62311
248,496696
3169,8864
483,100466
4511,17704
117,650687
1643,27639
178,147590
7258,1881
